City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
Najran,17.4924,44.1277,59.0,36,0,1.61,clear sky,SA,2021-01-17 22:24:45
Northam,51.0333,-4.2167,45.0,87,100,3.0,overcast clouds,GB,2021-01-17 22:24:45
Orapa,-21.2833,25.3667,75.96,76,85,5.28,light rain,BW,2021-01-17 22:24:45
Eucaliptus,-17.5833,-67.5167,55.9,60,95,13.42,moderate rain,BO,2021-01-17 22:24:45
Komsomolskiy,40.4272,71.7189,35.6,60,85,6.91,overcast clouds,UZ,2021-01-17 22:24:45
Zhanaozen,43.3,52.8,37.74,78,0,16.08,clear sky,KZ,2021-01-17 22:21:12
Saint Augustine,29.8947,-81.3145,57.2,47,1,5.75,clear sky,US,2021-01-17 22:24:46
Samarai,-10.6167,150.6667,84.38,76,38,15.08,scattered clouds,PG,2021-01-17 22:22:38
Lubao,14.9167,120.55,78.8,69,75,4.61,broken clouds,PH,2021-01-17 22:24:46
Goderich,43.7501,-81.7165,32.0,93,100,4.61,overcast clouds,CA,2021-01-17 22:24:46
Tuatapere,-46.1333,167.6833,60.01,56,50,8.01,scattered clouds,NZ,2021-01-17 22:24:46
Nioro,13.35,-15.75,78.58,15,70,10.94,broken clouds,GM,2021-01-17 22:20:20
Andenes,69.3143,16.1194,30.2,93,75,6.91,light snow,NO,2021-01-17 22:24:46
Farim,12.4839,-15.2217,77.0,36,87,6.91,overcast clouds,GW,2021-01-17 22:24:46
Tha Mai,12.6214,102.0048,73.0,86,25,12.95,scattered clouds,TH,2021-01-17 22:24:46
Shaowu,27.3409,117.4831,33.67,85,0,1.32,clear sky,CN,2021-01-17 22:24:46
Azuaga,38.2667,-5.6833,39.92,70,45,2.66,scattered clouds,ES,2021-01-17 22:24:46
Maldonado,-34.6667,-54.9167,69.8,68,75,19.57,broken clouds,UY,2021-01-17 22:22:26
Tura,25.5198,90.2201,58.24,69,0,3.47,clear sky,IN,2021-01-17 22:24:02
Bairiki,1.3292,172.9752,82.4,74,40,12.66,scattered clouds,KI,2021-01-17 22:24:46
Coahuayana,18.7333,-103.6833,80.6,54,75,11.5,broken clouds,MX,2021-01-17 22:24:46
Basco,20.4487,121.9702,69.26,80,99,33.58,overcast clouds,PH,2021-01-17 22:24:46
Kruisfontein,-34.0033,24.7314,66.99,77,60,3.0,broken clouds,ZA,2021-01-17 22:24:46
Bayan,46.0833,127.4,-13.22,87,100,10.6,overcast clouds,CN,2021-01-17 22:24:47
Bandar-E Lengeh,26.5579,54.8807,62.6,88,0,4.61,mist,IR,2021-01-17 22:24:47
Ulladulla,-35.35,150.4667,71.6,60,0,8.05,clear sky,AU,2021-01-17 22:24:47
Qinzhou,21.95,108.6167,49.53,50,74,11.43,broken clouds,CN,2021-01-17 22:24:47
Bukama,-9.2,25.85,69.67,92,92,1.23,overcast clouds,CD,2021-01-17 22:24:47
Rapar,23.5667,70.6333,67.17,47,0,7.9,clear sky,IN,2021-01-17 22:20:04
Charlestown,-32.95,151.6667,73.99,84,94,4.36,overcast clouds,AU,2021-01-17 22:24:47
Camacupa,-12.0167,17.4833,65.26,89,100,1.54,overcast clouds,AO,2021-01-17 22:24:47
Pilar,-9.5972,-35.9567,77.0,83,20,6.91,few clouds,BR,2021-01-17 22:20:16
Yellowknife,62.456,-114.3525,1.0,85,90,4.61,light snow,CA,2021-01-17 22:20:15
Kyren,51.6828,102.1408,9.55,86,99,1.07,overcast clouds,RU,2021-01-17 22:24:47
Aksu,41.1231,80.2644,11.23,87,0,2.3,clear sky,CN,2021-01-17 22:24:47
Cabo San Lucas,22.8909,-109.9124,78.8,27,1,5.75,clear sky,MX,2021-01-17 22:23:24
Idritsa,56.3316,28.8988,3.52,94,46,2.64,scattered clouds,RU,2021-01-17 22:24:47
Ternate,0.8,127.4,80.19,79,100,5.93,moderate rain,ID,2021-01-17 22:20:27
Virginia Beach,36.8529,-75.978,46.99,52,73,1.99,broken clouds,US,2021-01-17 22:24:47
Maceio,-9.6658,-35.7353,77.0,83,20,6.91,few clouds,BR,2021-01-17 22:23:00
Marang,5.2056,103.2059,77.0,78,20,5.75,few clouds,MY,2021-01-17 22:24:47
Cansancao,-10.6672,-39.4992,79.34,52,33,13.35,scattered clouds,BR,2021-01-17 22:24:48
Lasa,46.6166,10.7002,30.0,74,75,6.91,broken clouds,IT,2021-01-17 22:24:48
Chicama,-7.8447,-79.1469,69.8,83,0,11.5,clear sky,PE,2021-01-17 22:24:48
Ulaanbaatar,47.9077,106.8832,-14.8,76,0,2.24,clear sky,MN,2021-01-17 22:24:35
Northview,43.0456,-85.6006,34.0,86,90,3.44,light snow,US,2021-01-17 22:24:48
Saldanha,-33.0117,17.9442,66.2,72,0,5.75,clear sky,ZA,2021-01-17 22:24:48
Penzance,50.1186,-5.5371,44.6,81,75,11.5,broken clouds,GB,2021-01-17 22:24:48
Nikolskoye,59.7035,30.7861,18.0,93,75,4.47,snow,RU,2021-01-17 22:24:48
Prata,-19.3072,-48.9242,72.93,86,100,4.79,light rain,BR,2021-01-17 22:24:48
Lima,-12.0432,-77.0282,75.2,64,0,17.27,clear sky,PE,2021-01-17 22:23:01
Pisco,-13.7,-76.2167,73.4,73,0,24.16,clear sky,PE,2021-01-17 22:24:48
Ondjiva,-17.0667,15.7333,77.86,25,95,8.28,overcast clouds,AO,2021-01-17 22:24:48
Swan Hill,-35.3378,143.5544,62.58,48,0,8.99,clear sky,AU,2021-01-17 22:24:48
Klaksvik,62.2266,-6.589,37.4,81,20,11.5,few clouds,FO,2021-01-17 22:24:48
Husavik,66.0449,-17.3389,33.8,80,90,3.44,snow,IS,2021-01-17 22:24:48
Ambon,-3.6954,128.1814,77.0,94,40,11.5,moderate rain,ID,2021-01-17 22:24:48
Wanning,18.8003,110.3967,54.82,70,1,13.76,clear sky,CN,2021-01-17 22:21:51
Kushiro,42.975,144.3747,8.6,92,20,5.75,few clouds,JP,2021-01-17 22:24:48
Alghero,40.5589,8.3181,53.6,62,0,14.97,clear sky,IT,2021-01-17 22:24:48
Dawlatabad,36.4141,64.9053,44.67,57,99,2.21,overcast clouds,AF,2021-01-17 22:24:49
Kazachinskoye,57.6953,93.2761,11.01,94,100,6.58,overcast clouds,RU,2021-01-17 22:21:19
Bartica,6.4,-58.6167,80.6,78,20,11.5,few clouds,GY,2021-01-17 22:24:49
Bodden Town,19.2833,-81.25,80.6,74,40,8.05,scattered clouds,KY,2021-01-17 22:23:22
Balkhash,46.844,74.9804,12.74,94,52,9.22,broken clouds,KZ,2021-01-17 22:24:49
Asyut,27.181,31.1837,53.6,47,0,11.5,clear sky,EG,2021-01-17 22:24:49
Bria,6.5423,21.9863,71.38,28,28,2.84,scattered clouds,CF,2021-01-17 22:24:49
Winslow,35.0242,-110.6974,57.2,14,1,3.44,clear sky,US,2021-01-17 22:24:49
Yangcun,39.3639,117.0603,15.8,62,0,2.24,clear sky,CN,2021-01-17 22:24:49
Tiznit,29.5833,-9.5,55.0,52,0,2.55,clear sky,MA,2021-01-17 22:24:50
Yarada,17.65,83.2667,69.8,100,20,2.3,mist,IN,2021-01-17 22:24:50
Mayor Pablo Lagerenza,-19.9309,-60.7718,65.61,88,100,13.51,light rain,PY,2021-01-17 22:24:50
Faya,18.3851,42.4509,55.4,87,0,5.75,clear sky,SA,2021-01-17 22:21:10
Volchikha,52.0333,80.3833,14.94,95,55,13.51,broken clouds,RU,2021-01-17 22:24:50
Lanzhou,36.0564,103.7922,5.0,61,0,6.71,clear sky,CN,2021-01-17 22:24:50
Flinders,-34.5833,150.8552,73.99,71,15,1.99,few clouds,AU,2021-01-17 22:24:50
Olafsvik,64.8945,-23.7142,35.65,95,99,10.69,overcast clouds,IS,2021-01-17 22:24:50
Manta,-0.95,-80.7333,82.4,69,40,9.22,scattered clouds,EC,2021-01-17 22:24:50
Severo-Kurilsk,50.6789,156.125,20.46,92,87,38.61,light snow,RU,2021-01-17 22:20:51
Chara,56.9064,118.2631,-41.51,64,2,0.54,clear sky,RU,2021-01-17 22:21:51
San Vicente,-26.6167,-54.1333,68.95,100,100,2.19,light rain,AR,2021-01-17 22:24:50
Kaduna,10.5222,7.4383,72.82,20,2,8.79,clear sky,NG,2021-01-17 22:24:50
Omsukchan,62.5333,155.8,-36.89,79,100,6.98,overcast clouds,RU,2021-01-17 22:24:50
Inhambane,-23.865,35.3833,78.58,88,100,4.9,overcast clouds,MZ,2021-01-17 22:21:13
Havre-Saint-Pierre,50.2334,-63.5986,33.8,100,90,18.41,light rain,CA,2021-01-17 22:24:50
Amurzet,47.6967,131.0981,-5.15,91,100,6.87,light snow,RU,2021-01-17 22:24:50
San Patricio,28.017,-97.5169,69.8,46,20,9.22,few clouds,US,2021-01-17 22:24:50
Olinda,-8.0089,-34.8553,78.8,65,20,11.5,few clouds,BR,2021-01-17 22:24:51
Shenzhen,22.5455,114.0683,54.0,58,92,1.01,overcast clouds,CN,2021-01-17 22:24:51
Padang,-0.9492,100.3543,75.2,94,75,2.3,heavy intensity rain,ID,2021-01-17 22:24:51
Freeport,40.6576,-73.5832,44.01,52,75,16.11,broken clouds,US,2021-01-17 22:20:15
Abu Samrah,35.3029,37.1841,47.17,75,19,16.15,few clouds,SY,2021-01-17 22:24:51
Rawson,-43.3002,-65.1023,66.11,54,28,12.08,scattered clouds,AR,2021-01-17 22:20:00
Srednekolymsk,67.45,153.6833,-40.65,81,41,3.44,scattered clouds,RU,2021-01-17 22:24:51
Cidreira,-30.1811,-50.2056,75.36,90,100,12.3,moderate rain,BR,2021-01-17 22:24:51
El Dorado,38.7666,-120.5177,72.0,37,0,2.75,clear sky,US,2021-01-17 22:24:51
Nome,64.5011,-165.4064,3.99,78,1,4.29,clear sky,US,2021-01-17 22:23:46
Sampit,-2.5333,112.95,74.61,90,100,1.34,overcast clouds,ID,2021-01-17 22:23:08
Belmonte,-15.8631,-38.8828,78.8,73,20,6.91,few clouds,BR,2021-01-17 22:24:51
Cortez,37.3489,-108.5859,53.6,17,1,13.8,clear sky,US,2021-01-17 22:24:51
Tonantins,-2.8731,-67.8022,80.15,93,80,2.71,light rain,BR,2021-01-17 22:24:51
Santo Antonio Do Ica,-3.1022,-67.9397,79.86,92,91,3.38,overcast clouds,BR,2021-01-17 22:24:52
Hami,42.8,93.45,14.32,75,0,3.47,clear sky,CN,2021-01-17 22:24:52
Imbituba,-28.24,-48.6703,78.8,89,75,8.05,broken clouds,BR,2021-01-17 22:24:52
Vostok,46.4856,135.8833,-14.21,87,13,3.85,few clouds,RU,2021-01-17 22:24:52
Oktyabrskoye,43.0645,44.7417,30.2,100,100,6.71,overcast clouds,RU,2021-01-17 22:24:52
Harlingen,26.1906,-97.6961,72.0,60,75,13.8,broken clouds,US,2021-01-17 22:20:21
Kasamwa,-2.85,32.4333,64.63,82,100,2.01,overcast clouds,TZ,2021-01-17 22:24:52
Sheltozero,61.3667,35.3667,15.19,97,100,7.02,light snow,RU,2021-01-17 22:24:52
Ahipara,-35.1667,173.1667,67.82,58,32,12.12,scattered clouds,NZ,2021-01-17 22:24:52
Bud,39.447,-86.1758,32.0,91,98,11.03,overcast clouds,US,2021-01-17 22:24:52
Tsaratanana,-16.7833,47.65,75.9,79,99,1.12,overcast clouds,MG,2021-01-17 22:24:52
Beringovskiy,63.05,179.3167,-13.47,87,21,7.78,few clouds,RU,2021-01-17 22:22:08
Doha,25.2867,51.5333,66.2,77,0,4.61,clear sky,QA,2021-01-17 22:24:52
Masuri,35.8488,128.1492,23.0,86,75,1.14,broken clouds,KR,2021-01-17 22:24:52
Batagay-Alyta,67.8006,130.4114,-34.78,82,100,0.85,overcast clouds,RU,2021-01-17 22:24:52
Salta,-24.7859,-65.4117,68.0,73,0,6.91,clear sky,AR,2021-01-17 22:24:52
Puerto Berrio,6.4916,-74.4033,85.8,64,24,3.11,few clouds,CO,2021-01-17 22:24:52
Puerto Narino,-3.7703,-70.3831,87.8,74,40,3.98,light rain,CO,2021-01-17 22:24:52
Bay Roberts,47.5999,-53.2648,39.0,96,100,1.99,moderate rain,CA,2021-01-17 22:24:52
Tautira,-17.7333,-149.15,86.0,70,40,13.8,scattered clouds,PF,2021-01-17 22:24:52
Sorland,67.667,12.6934,30.2,93,75,3.44,broken clouds,NO,2021-01-17 22:24:53
Rochelle,46.25,-1.0,41.0,93,0,2.3,clear sky,FR,2021-01-17 22:24:53
Hervey Bay,-25.2986,152.8535,82.0,65,75,10.36,broken clouds,AU,2021-01-17 22:24:53
Kang,-23.6752,22.7876,77.68,17,92,9.62,overcast clouds,BW,2021-01-17 22:24:53
Valer,60.6785,11.8331,17.6,93,75,2.3,broken clouds,NO,2021-01-17 22:24:53
Revda,56.801,59.9303,3.2,78,75,17.9,light snow,RU,2021-01-17 22:24:53
Syamzha,60.0158,41.0614,-2.92,92,88,5.46,snow,RU,2021-01-17 22:24:53
Hearst,49.6835,-83.6665,6.8,78,13,3.44,few clouds,CA,2021-01-17 22:24:53
Klyuchi,52.2667,79.1667,17.31,95,65,13.09,broken clouds,RU,2021-01-17 22:24:53
Saint Anthony,45.0205,-93.218,21.99,86,90,5.75,overcast clouds,US,2021-01-17 22:24:54
Chernoyerkovskaya,45.4331,37.7686,24.8,80,100,11.18,overcast clouds,RU,2021-01-17 22:24:54
Lurate Caccivio,45.7667,9.0,30.99,74,55,1.57,broken clouds,IT,2021-01-17 22:24:54
Bantacan,7.604,126.1298,72.39,86,100,2.33,moderate rain,PH,2021-01-17 22:24:54
Kijang,35.2442,129.2139,23.0,63,20,1.14,few clouds,KR,2021-01-17 22:24:54
Nishihara,26.1842,127.7558,59.0,50,75,9.22,broken clouds,JP,2021-01-17 22:20:39
Jiexiu,37.0244,111.9125,28.0,57,0,7.92,clear sky,CN,2021-01-17 22:24:54
Berlevag,70.8578,29.0864,37.4,81,75,16.11,broken clouds,NO,2021-01-17 22:24:54
Uige,-7.6087,15.0613,66.33,84,100,1.28,overcast clouds,AO,2021-01-17 22:24:55
Susanville,40.4163,-120.653,57.99,47,1,5.75,clear sky,US,2021-01-17 22:24:55
Yamoussoukro,6.8206,-5.2767,71.6,83,75,4.61,broken clouds,CI,2021-01-17 22:24:55
Eenhana,-17.4667,16.3333,82.4,54,85,6.91,overcast clouds,NA,2021-01-17 22:24:55
Pangnirtung,66.1451,-65.7125,-7.6,71,20,2.24,few clouds,CA,2021-01-17 22:24:55
Filimonovo,56.2011,95.4611,16.02,93,94,15.12,overcast clouds,RU,2021-01-17 22:24:55
Mandalgovi,45.7625,106.2708,5.97,86,0,4.61,clear sky,MN,2021-01-17 22:21:26
Okha,53.5739,142.9478,-19.37,87,24,13.29,few clouds,RU,2021-01-17 22:24:55
Mirnyy,62.5353,113.9611,-38.2,81,100,6.35,overcast clouds,RU,2021-01-17 22:24:55
Moron,-34.6534,-58.6198,75.99,42,0,4.0,clear sky,AR,2021-01-17 22:24:33
Belaya Gora,68.5333,146.4167,-38.43,83,38,0.78,scattered clouds,RU,2021-01-17 22:24:55
Adre,13.4667,22.2,64.04,23,23,10.65,few clouds,TD,2021-01-17 22:24:55
Yulara,-25.2406,130.9889,69.8,24,0,11.5,clear sky,AU,2021-01-17 22:21:35
Rio Brilhante,-21.8019,-54.5464,75.34,92,100,7.27,overcast clouds,BR,2021-01-17 22:24:55
Renqiu,38.6989,116.0936,23.22,65,0,5.06,clear sky,CN,2021-01-17 22:24:55
Asau,46.4333,26.4,23.0,86,75,8.05,light snow,RO,2021-01-17 22:24:55
Urumqi,43.801,87.6005,-0.4,78,0,9.35,mist,CN,2021-01-17 22:20:11
Qom,34.6401,50.8764,47.34,54,45,6.96,scattered clouds,IR,2021-01-17 22:24:55
Vierzon,47.2101,2.0625,37.4,93,90,4.0,overcast clouds,FR,2021-01-17 22:24:55
Taft,31.7471,54.2088,44.6,53,0,2.3,clear sky,IR,2021-01-17 22:24:55
Naze,28.3667,129.4833,50.0,81,40,10.36,light rain,JP,2021-01-17 22:20:59
Praya,14.9215,-23.5087,71.6,73,0,16.11,clear sky,CV,2021-01-17 22:21:17
Ranfurly,-45.1333,170.1,57.0,51,65,4.0,broken clouds,NZ,2021-01-17 22:24:56
Auki,-8.7676,160.7034,83.26,75,85,3.91,light rain,SB,2021-01-17 22:24:56
Colorado Springs,38.8339,-104.8214,42.01,44,20,11.5,few clouds,US,2021-01-17 22:22:57
Quatre Cocos,-20.2078,57.7625,80.01,78,75,11.5,broken clouds,MU,2021-01-17 22:24:56
Adet,11.2644,37.4888,58.5,42,88,8.12,overcast clouds,ET,2021-01-17 22:24:56
Burns Lake,54.2331,-125.7533,30.2,80,27,1.14,scattered clouds,CA,2021-01-17 22:24:56
Meulaboh,4.1363,96.1285,76.3,84,97,4.12,overcast clouds,ID,2021-01-17 22:24:56
Aksarka,66.5606,67.7975,-15.59,87,100,18.07,overcast clouds,RU,2021-01-17 22:24:56
Port Hardy,50.6996,-127.4199,48.2,93,75,4.61,light rain,CA,2021-01-17 22:24:56
Cody,44.5263,-109.0565,48.2,34,1,9.22,clear sky,US,2021-01-17 22:24:56
Sassandra,4.95,-6.0833,78.67,85,0,6.29,clear sky,CI,2021-01-17 22:24:56
Nanakuli,21.3906,-158.1547,75.2,73,90,4.61,overcast clouds,US,2021-01-17 22:21:20
Plettenberg Bay,-34.0527,23.3716,65.14,88,18,7.45,few clouds,ZA,2021-01-17 22:21:00
Noumea,-22.2763,166.4572,82.99,74,75,3.44,broken clouds,NC,2021-01-17 22:21:32
Porto Belo,-27.1578,-48.5531,82.4,83,75,11.5,light rain,BR,2021-01-17 22:24:57
Buraydah,26.326,43.975,53.6,62,0,5.75,clear sky,SA,2021-01-17 22:24:57
Lompoc,34.6391,-120.4579,82.4,18,0,12.66,clear sky,US,2021-01-17 22:24:57
Estelle,29.8458,-90.1067,63.0,27,1,9.22,clear sky,US,2021-01-17 22:24:57
Zaraza,9.3503,-65.3245,78.78,69,83,10.63,broken clouds,VE,2021-01-17 22:24:57
Ban Nahin,18.2418,104.2122,50.83,64,59,6.08,broken clouds,LA,2021-01-17 22:24:57
Passo De Camaragibe,-9.2368,-35.4901,77.0,83,20,6.91,few clouds,BR,2021-01-17 22:24:57
Tabas,33.5959,56.9244,46.4,29,33,4.61,scattered clouds,IR,2021-01-17 22:23:55
Hommelvik,63.4108,10.7942,14.0,85,40,8.05,scattered clouds,NO,2021-01-17 22:24:57
Linshui,36.4247,114.2047,32.79,58,0,6.49,clear sky,CN,2021-01-17 22:24:57
Necochea,-38.5473,-58.7368,64.0,70,74,19.89,broken clouds,AR,2021-01-17 22:22:48
Sandpoint,48.2766,-116.5533,39.0,81,90,9.22,overcast clouds,US,2021-01-17 22:20:06
La Rioja,42.25,-2.5,46.4,87,90,8.05,overcast clouds,ES,2021-01-17 22:24:57
Cherskiy,68.75,161.3,-32.51,84,93,2.89,overcast clouds,RU,2021-01-17 22:24:57
Rantepao,-2.9701,119.8978,66.33,81,100,2.68,overcast clouds,ID,2021-01-17 22:24:14
Gasa,31.5,34.4667,54.0,100,72,1.01,moderate rain,PS,2021-01-17 22:24:18
Geraldton,-28.7667,114.6,78.8,61,86,3.44,overcast clouds,AU,2021-01-17 22:24:57
Kabanjahe,3.1001,98.4908,77.0,100,40,9.22,moderate rain,ID,2021-01-17 22:24:57
Nuevitas,21.5453,-77.2644,75.2,73,75,10.36,broken clouds,CU,2021-01-17 22:24:58
Porto Franco,-6.3383,-47.3992,76.78,88,91,1.3,overcast clouds,BR,2021-01-17 22:24:58
Salym,60.0625,71.4789,-8.45,90,98,7.78,overcast clouds,RU,2021-01-17 22:24:58
Talakan,50.3167,130.3667,-12.55,88,100,3.11,overcast clouds,RU,2021-01-17 22:24:58
Whitehorse,60.7161,-135.0538,28.4,86,75,17.27,snow,CA,2021-01-17 22:21:13
Mercedes,-34.6515,-59.4307,77.0,35,0,4.0,clear sky,AR,2021-01-17 22:23:17
Port-Gentil,-0.7193,8.7815,80.6,89,75,2.3,moderate rain,GA,2021-01-17 22:24:58
Vagay,57.9375,69.0217,2.21,93,99,10.51,overcast clouds,RU,2021-01-17 22:21:13
Bolshoye Selo,57.7177,38.9334,-8.97,89,14,3.76,few clouds,RU,2021-01-17 22:24:59
Yuncheng,35.0231,110.9928,30.27,68,0,3.98,clear sky,CN,2021-01-17 22:24:59
Fort Abbas,29.1925,72.8536,53.6,54,0,10.04,clear sky,PK,2021-01-17 22:24:59
Bhikangaon,21.8667,75.95,73.85,37,20,6.11,few clouds,IN,2021-01-17 22:24:59
Obo,5.3998,26.4869,70.97,27,49,4.12,scattered clouds,CF,2021-01-17 22:24:59
Leningradskiy,69.3833,178.4167,-25.53,84,30,5.99,scattered clouds,RU,2021-01-17 22:24:59
Kushmurun,52.4503,64.6311,-0.83,91,0,8.16,clear sky,KZ,2021-01-17 22:24:59
Santa Rosalia,27.3167,-112.2833,72.52,25,0,6.4,clear sky,MX,2021-01-17 22:24:59
Ponta Delgada,37.7333,-25.6667,61.0,88,40,19.57,light rain,PT,2021-01-17 22:22:22
Yurimaguas,-5.9,-76.0833,88.79,57,96,5.53,light rain,PE,2021-01-17 22:24:59
Kodinsk,58.6881,99.1844,-8.16,89,100,3.58,light snow,RU,2021-01-17 22:24:59
Mineiros,-17.5694,-52.5511,69.66,94,99,3.69,light rain,BR,2021-01-17 22:22:30
Kobayashi,31.9833,130.9833,33.8,74,75,5.75,broken clouds,JP,2021-01-17 22:24:59
Yenagoa,4.9247,6.2642,77.43,87,20,4.79,few clouds,NG,2021-01-17 22:24:59
Riyadh,24.6877,46.7219,62.6,27,0,5.93,clear sky,SA,2021-01-17 22:23:32
Dossor,47.5272,52.9811,24.85,96,89,15.57,overcast clouds,KZ,2021-01-17 22:24:59
Chanika,-5.4167,38.0167,70.3,98,84,2.89,broken clouds,TZ,2021-01-17 22:24:59
Kajaani,64.2273,27.7285,26.6,93,90,8.05,overcast clouds,FI,2021-01-17 22:24:59
Aquiraz,-3.9014,-38.3911,82.4,69,20,10.36,few clouds,BR,2021-01-17 22:21:33
Kapuskasing,49.4169,-82.4331,6.8,78,13,6.91,few clouds,CA,2021-01-17 22:25:00
Constitucion,-35.3333,-72.4167,67.66,55,0,17.52,clear sky,CL,2021-01-17 22:25:00
Kudahuvadhoo,2.6708,72.8944,81.34,73,7,7.63,clear sky,MV,2021-01-17 22:25:00
San Pedro De Ycuamandiyu,-24.0917,-57.0764,71.35,95,100,7.72,overcast clouds,PY,2021-01-17 22:25:00
Nuuk,64.1835,-51.7216,23.0,86,90,5.75,light snow,GL,2021-01-17 22:25:00
Marienburg,54.0359,19.0266,7.0,78,20,3.44,few clouds,PL,2021-01-17 22:25:00
Moerai,-22.4333,-151.3333,80.73,71,16,8.03,few clouds,PF,2021-01-17 22:25:00
Qaqortoq,60.7167,-46.0333,23.41,94,100,5.61,overcast clouds,GL,2021-01-17 22:25:00
Severobaykalsk,55.65,109.3167,-19.3,77,99,3.78,overcast clouds,RU,2021-01-17 22:23:23
Nemuro,43.3236,145.575,21.63,96,96,2.06,light snow,JP,2021-01-17 22:25:00
Morondava,-20.2833,44.2833,83.17,77,1,5.26,clear sky,MG,2021-01-17 22:25:00
Muravlenko,63.7898,74.523,-9.99,90,96,10.8,overcast clouds,RU,2021-01-17 22:25:01
Gosainganj,26.5833,82.3833,52.36,84,0,4.14,clear sky,IN,2021-01-17 22:25:01
Hambantota,6.1241,81.1185,73.4,100,95,4.61,overcast clouds,LK,2021-01-17 22:25:01
Presidente Dutra,-5.29,-44.49,77.32,88,96,0.92,light rain,BR,2021-01-17 22:25:01
Abapo,-18.8333,-63.4667,64.54,96,100,1.16,overcast clouds,BO,2021-01-17 22:25:01
Salmas,38.1973,44.7653,41.0,65,75,11.5,broken clouds,IR,2021-01-17 22:25:01
Inongo,-1.95,18.2667,74.44,85,96,2.33,overcast clouds,CD,2021-01-17 22:25:01
Waipawa,-41.4122,175.5153,66.2,52,2,16.11,clear sky,NZ,2021-01-17 22:25:01
Pucallpa,-8.3791,-74.5539,89.6,58,40,8.05,scattered clouds,PE,2021-01-17 22:25:01
Florianopolis,-27.6146,-48.5012,80.01,89,75,8.05,moderate rain,BR,2021-01-17 22:25:01
Cessnock,-32.8333,151.35,72.0,81,84,2.95,broken clouds,AU,2021-01-17 22:25:01
Bandarbeyla,9.4942,50.8122,74.46,73,9,14.47,clear sky,SO,2021-01-17 22:25:02
Peniche,39.3558,-9.3811,46.99,73,89,5.01,overcast clouds,PT,2021-01-17 22:25:02
Algeciras,36.1333,-5.4505,51.8,93,100,5.75,overcast clouds,ES,2021-01-17 22:25:02
Tomatlan,19.9333,-105.25,82.47,45,0,6.22,clear sky,MX,2021-01-17 22:25:02
Kyakhta,50.3508,106.4494,-4.34,87,95,0.76,overcast clouds,RU,2021-01-17 22:25:02
French Harbor,16.35,-86.4333,79.0,94,75,5.75,light rain,HN,2021-01-17 22:25:02
Carnot,4.9409,15.8665,73.99,27,59,1.72,broken clouds,CF,2021-01-17 22:25:03
Cacu,-18.5567,-51.1308,73.47,86,100,0.69,overcast clouds,BR,2021-01-17 22:25:03
Sosnovo-Ozerskoye,52.5249,111.5418,-29.09,77,60,1.68,broken clouds,RU,2021-01-17 22:25:03
Oskaloosa,41.2964,-92.6444,32.0,86,90,16.11,overcast clouds,US,2021-01-17 22:25:03
Nouadhibou,20.931,-17.0347,66.2,34,0,12.66,sand,MR,2021-01-17 22:23:02
Honiara,-9.4333,159.95,84.49,72,91,7.07,overcast clouds,SB,2021-01-17 22:25:03
Slatina,44.4333,24.3667,23.0,86,0,3.44,clear sky,RO,2021-01-17 22:22:17
Kashary,49.04,41.0056,8.44,95,100,11.68,light snow,RU,2021-01-17 22:25:03
Sao Raimundo Nonato,-9.0153,-42.6994,77.27,52,0,1.23,clear sky,BR,2021-01-17 22:25:03
Tual,-5.6667,132.75,82.45,81,93,18.28,light rain,ID,2021-01-17 22:20:28
Kuching,1.55,110.3333,77.0,94,40,4.61,scattered clouds,MY,2021-01-17 22:25:03
Erenhot,43.6475,111.9767,-0.92,86,0,3.04,clear sky,CN,2021-01-17 22:25:03
Lesosibirsk,58.2358,92.4828,9.27,94,100,5.82,overcast clouds,RU,2021-01-17 22:25:03
Presidencia Roque Saenz Pena,-26.7852,-60.4388,77.79,44,26,8.05,scattered clouds,AR,2021-01-17 22:25:03
Chumikan,54.7183,135.315,-21.35,75,100,10.76,overcast clouds,RU,2021-01-17 22:22:58
Codrington,-38.2667,141.9667,59.7,73,99,13.65,overcast clouds,AU,2021-01-17 22:25:03
Behshahr,36.6923,53.5526,54.0,49,0,4.36,clear sky,IR,2021-01-17 22:25:04
Zyryanovsk,49.7386,84.2719,1.17,78,100,0.85,overcast clouds,KZ,2021-01-17 22:25:04
Jiaozhou,36.2839,120.0033,33.01,74,0,2.24,clear sky,CN,2021-01-17 22:25:04
Lhokseumawe,5.1801,97.1507,77.9,83,95,8.95,overcast clouds,ID,2021-01-17 22:20:58
Dunedin,-45.8742,170.5036,62.01,50,75,10.0,broken clouds,NZ,2021-01-17 22:25:04
Okhotsk,59.3833,143.3,-18.33,74,100,19.51,overcast clouds,RU,2021-01-17 22:25:04
Sungaipenuh,-2.0833,101.3833,65.77,93,100,2.59,heavy intensity rain,ID,2021-01-17 22:25:04
Seinajoki,62.7945,22.8282,27.0,93,75,4.61,broken clouds,FI,2021-01-17 22:25:04
Camacari,-12.6975,-38.3242,82.4,69,40,13.8,scattered clouds,BR,2021-01-17 22:25:04
Koupela,12.1794,-0.3517,75.61,18,100,9.35,overcast clouds,BF,2021-01-17 22:25:04
Havoysund,70.9963,24.6622,37.4,93,75,8.05,broken clouds,NO,2021-01-17 22:25:04
Terme,41.2092,36.9739,41.0,60,75,17.27,light rain,TR,2021-01-17 22:25:04
